temps_ms;cx;cy;amplada;alcada;ratio
9932;354;230;47;49;5,102
10025;355;230;46;48;5,208
10113;353;231;45;49;5,082
10197;351;233;40;49;5,041
10287;347;233;39;49;5,041
10379;345;232;40;52;4,769
10468;340;233;40;51;4,843
10563;336;234;40;49;5,020
10657;327;235;39;50;4,900
10753;321;236;36;50;4,880
10839;310;238;38;52;4,654
10937;299;238;37;50;4,840
11036;294;240;38;54;4,444
11131;282;242;35;56;4,250
11222;266;242;33;53;4,491
11314;259;243;39;53;4,472
11403;248;246;34;55;4,255
11488;238;248;33;53;4,377
11589;230;250;39;54;4,259
11686;222;250;39;54;4,259
11773;212;251;50;53;4,321
11864;210;252;42;57;4,000
11961;207;253;48;57;3,982
12051;206;255;44;52;4,327
12138;205;255;50;56;4,018
12229;207;255;52;57;3,947
12318;207;257;53;50;4,460
12406;212;254;52;53;4,264
12501;220;254;52;51;4,431
12594;223;254;58;49;4,612
12685;227;255;67;56;4,018
12775;237;252;66;55;4,145
12865;244;253;67;50;4,540
12958;257;249;67;50;4,620
13051;264;246;68;53;4,415
13135;274;245;75;53;4,434
13231;285;241;81;49;4,878
13324;293;235;80;55;4,455
13418;304;230;78;55;4,545
13502;318;225;82;61;4,180
13594;324;223;84;59;4,356
13685;331;218;78;60;4,367
13777;341;212;77;60;4,467
13866;348;206;82;60;4,567
13958;357;200;85;59;4,746
14055;364;198;84;61;4,623
14144;372;195;82;64;4,453
14232;379;189;84;65;4,477
14326;382;186;82;62;4,742
14426;389;181;86;65;4,600
14519;395;175;87;68;4,485
14607;397;173;84;71;4,324
14695;403;167;78;71;4,408
14791;403;164;80;74;4,270
14885;402;157;82;73;4,425
14969;397;153;83;74;4,419
15061;394;149;79;77;4,299
15162;391;149;76;74;4,473
15262;382;143;63;85;3,965
15356;372;138;59;91;3,758
15447;358;134;59;96;3,604
15535;344;132;56;96;3,625
15630;327;131;49;98;3,561
15726;315;125;46;105;3,381
15809;292;129;45;116;3,026
15893;271;126;48;114;3,105
15991;245;125;52;115;3,087
16084;231;122;54;116;3,086
16176;200;121;52;121;2,967
16268;187;132;52;112;3,107
16362;166;138;52;106;3,226
16459;153;149;51;102;3,245
16558;136;169;50;99;3,141
16648;118;201;58;105;2,657
16736;111;223;62;106;2,425
16826;110;236;61;99;2,465
16918;112;275;65;141;1,454
17007;116;273;72;123;1,683
17095;115;280;71;126;1,587
17191;;;;;0
17282;122;305;85;196;0,893
17371;151;435;43;77;0,584
17466;;;;;0
17560;198;456;36;42;0,571
17654;;;;;0
17747;;;;;0
17835;216;444;63;65;0,554
17933;;;;;0
18028;;;;;0
18128;;;;;0
18226;;;;;0
18320;;;;;0
18416;;;;;0
18501;;;;;0
18595;;;;;0
18685;;;;;0
18782;;;;;0
18876;;;;;0
18971;;;;;0
19070;;;;;0
19162;;;;;0
19260;;;;;0
19354;;;;;0
19481;;;;;0
19588;;;;;0
19690;;;;;0
19784;;;;;0
19876;;;;;0
19977;;;;;0
20070;;;;;0
20168;;;;;0
20263;;;;;0
20364;;;;;0
20456;;;;;0
20550;;;;;0
20639;;;;;0
20736;;;;;0
20830;;;;;0
20919;;;;;0
21002;;;;;0
